선거일,선거명,시도명,구시군명,선거구명,소속정당명,성명,성별,생년월일,연령,직업,경력1,경력2
20180613,구·시·군의회의원선거,서울특별시,성북구,성북구아선거구,더불어민주당,이호건,남,19800331,38,고려승객 대표이사,(현) 국회의원 기동민 정책특별보좌관,(현) 더불어민주당 성북을 지역위원회 청년위원장
20180613,구·시·군의회의원선거,서울특별시,성북구,성북구아선거구,자유한국당,정기혁,남,19740404,44,정당인,(현)자유한국당 성북(을) 당협 청년위원장,(전)한나라당 서울시당 홍보위원회 부위원장
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구가선거구,더불어민주당,김영준,남,19561123,61,강북구의회의원,(현)제7대 강북구의회의원,
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구가선거구,더불어민주당,김명희,여,19750114,43,사단법인마을 이사,(전)서울시 마을공동체종합지원센터 팀장,(현)더불어민주당 강북갑 디지털소통위원장
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구가선거구,자유한국당,유인애,여,19600201,58,정당인,(전)강북구 통장 연합회부회장,(현)강북구의회의원
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구나선거구,더불어민주당,이백균,남,19630817,54,강북구의회의원,(현)강북구의회의원,(전)성북강북교육청 교육발전 자문위원
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구나선거구,더불어민주당,최재성,남,19791019,38,강북희망나눔연대 사회복지사 대표,(전)더불어민주당 강북(갑) 지역위원회 사무차장,(현)서울특별시 청년자문관
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구나선거구,자유한국당,조윤섭,남,19650306,53,정당인,(현)자유한국당 대외협력위 강북갑지회장,(현)강북구 배구협회회장
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구다선거구,더불어민주당,서승목,남,19810401,37,정당인,(전)문재인 대통령후보 청년특보,(현)박용진 국회의원 정책특별보좌관
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구다선거구,더불어민주당,이용균,남,19701003,47,강북구의회의원,(현)강북구의회의원,(전)한성대학교 강사
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구다선거구,자유한국당,이정식,남,19620610,56,대창자동차공업사 대표,(전)강북구생활체육회장,(현)강북구의회 의원
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구라선거구,더불어민주당,최치효,남,19630213,55,통신업 대표이사,(현)더불어민주당 강북을 지역위원회 부위원장,(현)국회의원 박용진 정책특별 보좌관
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구라선거구,더불어민주당,허광행,남,19781022,39,고향산천 대표,(전)문재인 대통령후보 아동보육안전특위 위원장,(현)국회의원 박용진 정책특별보좌관
20180613,구·시·군의회의원선거,서울특별시,강북구,강북구라선거구,무소속,구본승,남,19741225,43,강북구의회 복지건설위원회 위원,(전)강북혁신교육지구운영협의회 위원,(현)사회복지사
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구가선거구,더불어민주당,강철웅,남,19730920,44,도봉구의회의원,(현) 김근태 재단 운영이사,(현) 서영대학교 아동보육과 강사
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구가선거구,더불어민주당,이영숙,여,19670927,50,도봉구의회 의원,(현) 도봉구의회의원,(현) 더불어민주당 전국여성협의회 기초의원 서울대표
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구가선거구,자유한국당,이경숙,여,19541112,63,도봉구의회 의원,(전) 경남 성산중학교 교사,(현) 도봉구의회 의원
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구나선거구,더불어민주당,김기순,남,19560725,61,정당인,(현)민주평화통일자문회의 자문위원,(전)더불어민주당 도봉(갑) 정당선거사무소장
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구나선거구,더불어민주당,박진식,남,19561011,61,도봉구의회의원,(전) 제19대 인재근 국회의원 사무국장,(현) 제7대 도봉구의회 부의장
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구나선거구,자유한국당,홍국표,남,19520106,66,도봉구의회의원,(현) 민주평화통일자문위원회 위원,(현) 도봉구의회의원
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구다선거구,더불어민주당,유기훈,여,19701230,47,도봉구의회의원,(현) 제7대 도봉구의회의원,(현) 서울특별시 사회복지사협회 전문의원
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구다선거구,자유한국당,고금숙,여,19590409,59,정당인,(현) 자유한국당 도봉을 당원협의회 여성지회장,(현) 서울북부지방검찰청 형사조정위원회 부위원장
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구라선거구,더불어민주당,이성희,남,19590710,58,도봉구의회의원,(현) 도봉구의회의원,(전) 19대 유인태국회의원 도봉(을) 사무국장
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구라선거구,자유한국당,이은림,여,19821024,35,도봉구의회의원,(현) 도봉구 배드민턴협회 상임이사,(현) 김선동 국회의원 차세대 여성 지회장
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구마선거구,더불어민주당,이태용,남,19581023,59,도봉구의회의원,(현) 한성대학교대학원총동문회 부회장,(전) 경민대학교 강사
20180613,구·시·군의회의원선거,서울특별시,도봉구,도봉구마선거구,자유한국당,강신만,남,19601206,57,도봉구의회의원,(전) 도봉구의회 운영위원장,(전) 자유한국당 도봉(을) 사무국장
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구가선거구,더불어민주당,부준혁,남,19760721,41,운동선수,(현)노원구 월계1동 체육회장,(현)박원순 서울시장 후보 선대위 조직특보
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구가선거구,더불어민주당,차미중,여,19720819,45,정당인,(전)국회의원 고용진 비서관(5급),(현)더불어민주당 노원갑지역위원회 청년위원장
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구가선거구,자유한국당,변석주,남,19600126,58,노원구의회의원,(현)노원구의회 도시환경위원장,(현)험멜코리아 이사
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구나선거구,더불어민주당,최윤남,여,19550303,63,노원구의회 의원,(현)노원구의회 의원(운영위원장),(전)제18대 대통령선거 문재인후보 노원구(갑) 상황실장
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구나선거구,더불어민주당,이칠근,남,19630220,55,자영업,(전)노원구체육회 사무국장,(현)민주평화통일자문위원회 노원지부 부회장
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구나선거구,자유한국당,임시오,남,19630915,54,정당인,(전)국회의원 이노근 5급 비서관(2012년5월~2016년5월),(현)대한민국 해군 특수부대 UDT/SEAL 전우회 서울지회장
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구다선거구,더불어민주당,강금희,여,19610602,57,정당인,(전)노원구 주민자치협의회 회장,(현)더불어민주당 노원을 하계1동 협의회장
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구다선거구,더불어민주당,손영준,남,19701105,47,정당인,(전)더불어민주당 우원식 원내대표 비서,(전)건국대학교 행정대학원 제12대 총동문회 부회장
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구다선거구,자유한국당,여운태,남,19680920,49,사회복지사,(현)자유한국당 노원구을 당원협의회 사무국장,(현)서울성심재가복지센터 대표
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구라선거구,더불어민주당,이영규,여,19660313,52,정당인,(전)우원식 원내대표 정책특보,(전)서울시교육청 학교 학부모 강사
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구라선거구,더불어민주당,이경철,남,19570628,60,정당인,(전)(주)한국화장품 시판본부장,(현)노원구의회의원
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구라선거구,자유한국당,김태권,남,19560816,61,(주)아이위드앱 대표이사,(전)서라벌고등학교 교사,(현)(주)아이위드앱 대표이사
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구마선거구,더불어민주당,안복동,남,19621021,55,자영업,(현)더불어민주당 노원병 정책실장,(전)상계3.4동 주민자치위원장
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구마선거구,더불어민주당,서기팔,남,19620814,55,정당인,(전)태성자원 대표,(현)김성환국회의원후보 정책특보
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구마선거구,자유한국당,주연숙,여,19620918,55,노원구의회의원,(현)노원구의회 의원,(현)자유한국당 서울시당 여성위원회 부위원장
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구바선거구,더불어민주당,김준성,남,19620503,56,강사,(전)민주당 노원병 조직위원장,(현)민주평화통일자문위원
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구바선거구,자유한국당,이한국,남,19710301,47,노원구의회 의원,(현)제7대 노원구의회 부의장,(현)자유한국당 노원병 사무국장
20180613,구·시·군의회의원선거,서울특별시,노원구,노원구바선거구,정의당,주희준,남,19671223,50,정당인,(현)중고생무료공부방 BEEC(빅) 대표,(전)노회찬 국회의원 보좌관
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구가선거구,더불어민주당,박용근,남,19640622,53,구의원,(현)7대 은평구의회 의원,(현)녹번동. 응암1동 주민자치위원회 고문
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구가선거구,더불어민주당,정남형,남,19660927,51,자영업,(현)더불어 민주당 응암1동 협의회장,(전)제19대 문재인 대통령후보 은평갑 선거대책위원회 부본부장
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구나선거구,더불어민주당,송영창,남,19780627,39,동성에프에스 유한회사 대표이사,(전)은평구 응암3동 참여예산위원회 위원장,(전)연은초등학교 학교운영위원회 위원장
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구나선거구,더불어민주당,나순애,여,19630816,54,뉴탐보습학원장,(현)은평구 학원연합회장,(현)서울사관전문예술학교 명예교수
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구다선거구,더불어민주당,정은영,여,19700613,48,대학교 사회복지상담학부 시간강사,(전)서울시교육청 전문상담사,(현)서울시체조협회 은평구체조협회장
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구다선거구,더불어민주당,문규주,남,19610806,56,정당인,(현)은평구의회 행정복지부위원장,(전)디딤돌어린이집 시설장
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구라선거구,더불어민주당,오덕수,여,19571120,60,정당인,(전)더불어민주당 제19대 문재인대통령후보 조직특보,(현)18기 민주평화통일 은평구협의회 자문위원
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구라선거구,더불어민주당,강용운,남,19640618,53,자영업,(현)더불어민주당 은평갑 홍보위원장,(현)더불어민주당 은평갑 운영위원
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구라선거구,자유한국당,황재원,남,19670903,50,원바이오케미칼 강북종합상사 대표,"(현)자유한국당 은평갑 당협 역촌동, 신사1동 협의회장",(전)은평경찰서 경찰발전위원
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구마선거구,더불어민주당,권인경,여,19641215,53,국악예술원 원장,(전)(사)한국전통민요협회 서울시 은평구지부장,(현)더불어민주당 서울특별시당 문화예술특별위원회 위원장
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구마선거구,자유한국당,양기열,남,19851024,32,사회복지사,(전)롯데리아 구산역점 운영(점장),(현)사회복지사
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구바선거구,더불어민주당,김진회,남,19701106,47,교보생명 설계사,(현)더불어민주당 은평을지역위원회 디지털소통위원회위원장,(현)제18대 민주평통 자문회의 자문위원
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구바선거구,더불어민주당,이연옥,여,19580630,59,은평구의원,(전)민주당(은평을) 수석 부위원장,(현)제7대 은평구의회 운영위원장
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구사선거구,더불어민주당,정준호,남,19701225,47,(주)이글트래블 대표,(전)강병원국회의원 비서,(현) 더불어민주당 은평을 교육위원장
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구사선거구,자유한국당,신봉규,남,19771225,40,TV광고제작사 대표,(현)자유한국당 중앙위원회 총간사,(전)경희대학교 언론정보대학원 제26대 원우회장
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구아선거구,더불어민주당,기노만,남,19520722,65,은평구의회의원,(전)더불어민주당 은평을 사무국장,(현)더불어민주당 은평구의회 대표의원
20180613,구·시·군의회의원선거,서울특별시,은평구,은평구아선거구,더불어민주당,조정환,남,19580721,59,은평구의원,(현)은평구의회 7대의원,(전)은평구의회 행정복지위원장
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구가선거구,더불어민주당,이동화,남,19611109,56,자영업,(현)민주평화통일자문회의 서대문구협의회 지회장,(현)서대문구상공회 부회장
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구가선거구,더불어민주당,김해숙,여,19601011,57,(사)인간교육실현학부모연대 상임위원,(전)2010년 문석진서대문구청장선거사무소 사무장,(전)제19대 대통령후보 문재인 조직특보
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구가선거구,바른미래당,주이삭,남,19880216,30,정당인,(현)바른미래당 중앙당 당직자,(전)제19대 대선 안철수 후보 공보현장팀 총괄간사
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구나선거구,더불어민주당,김덕현,남,19630215,55,정당인,(현)더불어민주당서대문갑지역디지털소통위원장,"(전)현정,참솔,최강연세학원 원장"
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구나선거구,자유한국당,최원석,남,19640405,54,회사원,(전)주식회사 삼성전자 근무,(현)사단법인 한국안전보건협회 이사
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구다선거구,더불어민주당,박경희,여,19610415,57,서대문구의회의원,"(전)고은초,신연중 운영위원장",(현)서대문구의회 행정복지위원장
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구다선거구,자유한국당,이경선,여,19680430,50,서대문구의회의원,(현)서대문구의회의원,(전)국회의원4급 보좌관
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구라선거구,더불어민주당,유경선,남,19591210,58,한국자동차판매(주) 이사,(현)더불어민주당 서대문을지역위원회 사무국장,(현)민주평화통일자문회의 서대문구협의회 간사
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구라선거구,더불어민주당,이종석,남,19730711,44,정당인,(전)2017서울시민참여예산위 위원,(현)서대문체육회 이사
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구라선거구,자유한국당,홍길식,남,19590216,59,서대문구의회 의원,(전)서울시공무원,(현)서대문구4선의원(4대5대6대7대)
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구마선거구,더불어민주당,차승연,남,19780616,39,정당인,(전)박원순 서울시장후보 서대문구 공동선거대책본부장,(현)서울특별시 청년자문관
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구마선거구,더불어민주당,윤유현,남,19601005,57,정당인,(전)서대문구 구의원(2010~2014),"(전)호텔 롯데 22년 근무(경리,판촉,관리)행정경험"
20180613,구·시·군의회의원선거,서울특별시,서대문구,서대문구마선거구,정의당,임한솔,남,19810410,37,정당인,(현) 정의당 서대문구 지역위원장,(전) 19대 대통령선거 심상정 후보 부대변인
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구가선거구,더불어민주당,권영숙,여,19570506,61,정당인,(전)마포구청 전산정보과장,(전)마포구청 지역경제과팀장
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구가선거구,자유한국당,서종수,남,19620120,56,마포구 의원,(전)제6대 마포구의회의원,(현)제7대 마포구의회의원
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구나선거구,더불어민주당,이필례,여,19540725,63,마포구의원,(전)더불어 민주당 마포(갑) 여성위원장,(현)염리동/대흥동 주민자치위원회 고문
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구나선거구,자유한국당,이민석,남,19810222,37,기업인,(현)마포구 염리동 주민자치위원장,(현)민주평화통일자문회의 마포구협의회 청년위원장
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구다선거구,더불어민주당,장덕준,남,19601120,57,기업인,(전)더불어민주당 제 19대 대통령 후보 문재인 조직특보,(현)더불어민주당 서울특별시당 지역경제발전 특별위원회 위원장
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구다선거구,자유한국당,조영덕,남,19620908,55,홍덕상사 대표,(전)마포구 6대 구의원,(현)홍덕상사 대표
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구라선거구,더불어민주당,이홍민,남,19610103,57,(주)휴먼이퀘이션 대표이사,(현)한국뉴욕주립대학교 객원교수,(현)더불어민주당 서울시당 일자리창출특별위원장
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구라선거구,자유한국당,김성희,남,19630222,55,지수통상 대표,"(전)17,18,19대 새누리당 대통령후보 유세의전총괄 수석부단장",(현)자유한국당 여의도연구원 정책자문위원
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구마선거구,더불어민주당,채우진,남,19870311,31,정당인,(전)정청래 국회의원 5급비서관,(전)마포구청 주요업무추진실 주무관
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구마선거구,자유한국당,김종선,남,19500609,68,정당인,(전)마포구청 재무과장,(전)상수동장
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구바선거구,더불어민주당,한일용,남,19620620,55,정당인,"(현)마포구의회 의장(제6대, 7대 마포구의원)",(현)더불어민주당 환경특별위원회 부위원장
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구바선거구,자유한국당,강명숙,여,19630414,55,연희어린이집대표,(전)서울시가정어린이집연합회 회장,(현)마포구 사회복지협의회 이사
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구사선거구,더불어민주당,김영미,여,19571203,60,마포구의원,(전)정청래 국회의원 비서관,(전)더불어민주당 마포을지역위원회 사무국장(위원장 : 손혜원 국회의원)
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구사선거구,자유한국당,김진천,남,19660703,51,직장인,(현)자유한국당 홍보위원,(전)18대 국회의원보좌관
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구아선거구,더불어민주당,신종갑,남,19720906,45,정당인,(현)더불어민주당 마포을지역위원회 사무국장,(현)마포구의회 행정건설위원장 
20180613,구·시·군의회의원선거,서울특별시,마포구,마포구아선거구,자유한국당,김기석,남,19590520,59,정당인,(전)성산2동주민자치위원장,(현)마포구청소년지도협의회회장
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구가선거구,더불어민주당,서병완,남,19580919,59,양천구의회 의원,(현)제7대 양천구의회 의원,(현)민주평화통일자문회의 양천구 자문위원
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구가선거구,자유한국당,공기환,남,19620325,56,자영업,(전)양천구마라톤연합회장,(현)자유한국당 중앙위원회 노동분과 부위원장
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구나선거구,더불어민주당,이수옥,남,19610811,56,자영업,(현)더불어민주당 참 좋은 지방정부위 자문위원,(현)국회의원 황희 정책특보
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구나선거구,자유한국당,이재식,남,19590517,59,자유한국당 양천갑 당원협의회 도시환경위원장,(전) 양천구 의회의원,(현) 목동아파트 입주자대표회의 연합회 회장
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구다선거구,더불어민주당,유영주,남,19760408,42,IT전문기업 넥스트와이즈 대표이사,(현)더불어민주당 양천갑 지방자치위원장,(현)IT전문기업 넥스트와이즈 대표이사
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구다선거구,자유한국당,이인락,남,19610815,56,자영업,(현) 목동7단지 아파트 입주자 대표회장,(현) 양천소방서 의용소방 예방부장
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구라선거구,더불어민주당,임정옥,여,19641112,53,양천구의회의원,(현)양천구의회의원,(현)더불어민주당 양천(갑) 여성위원장
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구라선거구,자유한국당,나상희,여,19620121,56,정당인,(현) 제6대 양천구의회의원(재선),(현) 용인대학교 보건복지대학 사회복지학과 초빙교수
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구마선거구,더불어민주당,심광식,남,19590125,59,서울특별시 양천구의회의원,(현)양천구의회의원,(현)신월1.3.5동 주민자치위원회 상임고문
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구마선거구,자유한국당,조진호,남,19590215,59,양천구의회의원,(현)양천구의회의원,(현)김포공항소음대책위원회위원
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구바선거구,더불어민주당,박종호,남,19691109,48,정당인,(전)양천유선방송 설립이사,(전)신월문화체육센터 관장
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구바선거구,자유한국당,정택진,남,19670410,51,자영업,(현)신월7동 통장협의회장,(현)자유한국당 양천(을) 신월7동 협의회장
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구사선거구,더불어민주당,정순희,여,19680202,50,정당인,(전)협동조합 희망업 이사장,(현)더불어민주당 사회복지제도개선특위 부위원장
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구사선거구,자유한국당,오진환,남,19591121,58,정당인,(현)양천구의회의원,(현)양천구 민주평화통일 자문위원
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구아선거구,더불어민주당,윤인숙,여,19560529,62,정당인,(전)구립 신월2동 청소년독서실관장,(현)더불어민주당 양천을 지역위원회 부위원장
20180613,구·시·군의회의원선거,서울특별시,양천구,양천구아선거구,더불어민주당,신상균,남,19660625,51,양천구의회 의원,(전) 제6대 양천구의회 후반기 복지건설위원장,(현)제7대 양천구의회 부의장
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구가선거구,더불어민주당,최동철,남,19641219,53,대박건설 대표,(전) 5대 강서구의회의원,(현) 호원대학교 겸임교수
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구가선거구,더불어민주당,윤유선,여,19701106,47,정당인,(현) 따뜻한 한반도 사랑의 연탄나눔운동 운영위원,(현) 서울시사회복지사협회 정책전문위원
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구가선거구,자유한국당,김용원,남,19550724,62,강서구의회의원,(현) 강서구의회의원,(현) 우신산업 대표
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구나선거구,더불어민주당,이의걸,남,19591118,58,강서구의회의원,(현) 강서구의회의원,(전)강서구 호남향우연합회 사무총장
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구나선거구,자유한국당,신낙형,남,19581028,59,(주)채널텐 대표이사,(전) 강서구의회의원,(전) 강서뉴스 대표기자
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구다선거구,더불어민주당,김성한,남,19551009,62,강서노인복지센터시설장,(전) 19대 대선 문재인후보 조직특별보좌관,(전) 20대 국선 금태섭후보 선거대책총괄부본부장
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구다선거구,자유한국당,김선경,남,19500625,67,정당인,(전) 강서구의회의원,(전) 강서구청 총무과장
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구라선거구,더불어민주당,박성호,남,19600917,57,정당인,(전)제6대 강서구의회의원,(전)제19대 대선 문재인후보 조직특보
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구라선거구,자유한국당,김동협,남,19580408,60,강서구의회의원,(전) 서울송정초등학교 총동문회 부회장,(현)강서구의회 의원
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구마선거구,더불어민주당,박주선,남,19801204,37,자영업,(전)문재인대통령 선대위 서울시당 대변인,(현)더불어민주당 강서을 지역위 청년위원장
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구마선거구,더불어민주당,송영섭,남,19550724,62,정당인,(전)강서구의회 부의장,(전)민주당 강서을지구당 사무국장
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구바선거구,더불어민주당,송순효,여,19610223,57,정당인,(전)중등학교 교사,(현)더불어민주당 서울시당 대변인
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구바선거구,더불어민주당,정정희,여,19631230,54,강서구의회의원,(현)강서구의회의원,(현)더불어민주당 서울시당 사회복지특별위원장
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구사선거구,더불어민주당,황영호,남,19560906,61,(주)성우자동차서비스 대표이사,(전)제19대 대통령선거 문재인후보 조직특보,(현)더불어민주당 서울시당 지역경제특별위원회위원장
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구사선거구,자유한국당,이충현,남,19621025,55,자문업,(전)제18대 대통령선거 새누리당후보 선대위 금융산업본부 부본부장,(전)한국자산관리공사 비상임이사
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구아선거구,더불어민주당,김병진,남,19610207,57,정당인,(현)강서구의회의원,(현)더불어민주당 강서병 사무국장
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구아선거구,자유한국당,경기문,남,19640515,54,강서구의회의원,(현)강서구의회의원,(현)자유한국당 강서병당원협의회부위원장
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구자선거구,더불어민주당,강선영,여,19650430,53,사회복지사,(현) 강서구 재가기관 협의회 회장,(현) 더불어민주당 강서병 운영위원
20180613,구·시·군의회의원선거,서울특별시,강서구,강서구자선거구,자유한국당,황동현,남,19670207,51,강서구의회의원,(현)강서구의회의원,(현)충청향우회강서구연합회 자문위원
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구가선거구,더불어민주당,박칠성,남,19600624,57,구로구의회의원,(현)구로구의회 더불어민주당 원내대표,(전)구로구의회 운영위원회 위원장
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구가선거구,자유한국당,서호연,남,19570618,60,구로구의회의원,(전)5대 구로구의회의원 전반기 도시건설위원장,(전)7대 구로구의회의원 전반기 부의장
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구나선거구,더불어민주당,조미향,여,19590808,58,경인무역 대표,(현)구로구 지역사회보장협의체 회장,(전)서울시 주민자치연합회 회장
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구나선거구,자유한국당,최숙자,여,19490609,69,정치인,(현) 구로구의회의원 운영위원장,(현)구로구 초.중.고 교육심의위원
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구다선거구,더불어민주당,김철수,남,19570326,61,자영업,(현) 구로2동 주민참여 예산위원회 지역 위원장,(현) 민주평화통일자문회의 구로구협의회 부회장
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구다선거구,자유한국당,박종녀,여,19610724,56,구로구의회의원,(전)제7대 구로구의회 예산결산특별위원회 위원장(265회),(현)구로구의회의원
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구라선거구,더불어민주당,김영곤,남,19671128,50,구로구의회의원(행정기획위원장),(전)이인영 민주당최고위원 민생특보,(전)문재인대통령후보 구로갑선거대책위원회 유세본부장
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구라선거구,더불어민주당,이재만,남,19640812,53,회사원,(전)제19대 대통령후보 문재인국민특보단 국민특보,(현)(사)입법정책연구회 상임부회장
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구라선거구,자유한국당,정대근,남,19620310,56,구로구의회의원,(전) 국회의원 보좌관,(현) 구로구의회의원
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구마선거구,더불어민주당,박동웅,남,19670825,50,구로구의회의원,(전)경희대학교 시간강사,(현)제7대 구로구의회 부의장
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구마선거구,자유한국당,박평길,남,19640401,54,구로구의회의원,(전) 양대웅 구로구청장 비서실장,(현) 구로구의회 의원(행정기획위원회 부위원장)
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구바선거구,더불어민주당,정형주,남,19590501,59,맨파워뱅크(주)대표이사,(전)문재인대통령후보 구로갑선거연락소 소장,(전)가톨릭 관동대 조교수
20180613,구·시·군의회의원선거,서울특별시,구로구,구로구바선거구,자유한국당,곽윤희,여,19570807,60,정당인,(현)제7대 구로구의회의원,(현)법무부 영등포교도소 교정위원
